City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,sundargarh,22.1167,84.0333,25.28,86,100,1.41,IN,1696028554
276,kailua-kona,19.6406,-155.9956,30.98,72,20,7.2,US,1696027828
277,crane,31.3974,-102.3501,32.71,30,0,9.34,US,1696027960
278,craig,40.5153,-107.5464,26.79,11,0,4.63,US,1696028554
279,mili,6.0815,171.735,27.54,80,100,8.6,MH,1696028137
280,valdosta,30.8327,-83.2785,26.95,75,40,2.06,US,1696028554
281,ad dabbah,18.05,30.95,35.91,17,11,3.75,SD,1696028164
282,qui nhon,13.7667,109.2333,25.58,86,22,2.3,VN,1696028555
283,mount isa,-20.7333,139.5,25.87,34,0,8.23,AU,1696027959
284,bijie,27.3125,105.2942,17.15,97,100,0.81,CN,1696028555
285,extrema,-22.8547,-46.3183,16.52,89,66,2.26,BR,1696028555
286,fort stockton,30.894,-102.8793,33.03,38,22,6.69,US,1696028556
287,puerto cabezas,14.0351,-83.3888,30.98,79,40,3.09,NI,1696028556
288,tocopilla,-22.092,-70.1979,18.33,72,21,3.53,CL,1696028556
289,yurty,56.0498,97.6348,5.97,96,96,2.24,RU,1696028556
290,bowen,-20.0167,148.2333,23.49,66,18,5.96,AU,1696028327
291,codrington,-38.2667,141.9667,18.59,52,57,6.48,AU,1696028155
292,san luis de la loma,17.2706,-100.8939,30.54,76,58,4.24,MX,1696028134
293,floro,61.5996,5.0328,12.98,82,100,11.32,NO,1696028557
294,new plymouth,-39.0667,174.0833,8.84,85,94,5.18,NZ,1696028557
295,natal,-5.795,-35.2094,26.12,83,40,3.6,BR,1696028040
296,sudzha,51.1976,35.2726,12.72,44,19,1.02,RU,1696028557
297,tomatlan,19.9333,-105.25,29.34,83,50,4.03,MX,1696028342
298,kura,11.7697,8.4303,26.0,80,51,3.65,NG,1696028557
299,manta,-0.95,-80.7333,24.88,73,75,5.14,EC,1696028557
300,huaicheng,23.9051,112.1931,24.46,92,23,0.46,CN,1696028558
301,tinajo,29.0788,-13.7081,23.49,73,20,1.54,ES,1696028558
302,barra,-11.0894,-43.1417,29.5,34,10,3.28,BR,1696028558
303,bukama,-9.2,25.85,22.62,87,92,1.91,CD,1696028164
304,durban,-29.8579,31.0292,18.51,57,1,2.66,ZA,1696028306
305,katsuura,35.1333,140.3,25.7,79,71,1.46,JP,1696028558
306,saint-pierre,-21.3393,55.4781,20.87,68,100,3.09,RE,1696028023
307,selfoss,63.9331,-20.9971,3.36,71,82,1.99,IS,1696027970
308,marsabit,2.3284,37.9899,19.13,74,37,10.25,KE,1696028301
309,colinas,-6.0258,-44.2492,29.98,31,85,0.49,BR,1696028558
310,lacin,40.7702,34.8984,14.77,96,37,1.75,TR,1696028558
311,puerto del rosario,28.5004,-13.8627,23.86,73,0,0.51,ES,1696028558
312,morelos,18.75,-99.0,27.63,59,10,1.81,MX,1696028192
313,new norfolk,-42.7826,147.0587,15.4,48,97,3.08,AU,1696027992
314,antsiranana,-12.2787,49.2917,22.8,79,23,7.35,MG,1696028335
315,auki,-8.7676,160.7034,28.6,74,100,2.35,SB,1696028155
316,urangan,-25.3,152.9,21.13,63,0,1.95,AU,1696028039
317,quatre cocos,-20.2078,57.7625,23.06,81,31,5.06,MU,1696028559
318,nagqu,31.5,92.0,0.94,90,74,1.68,CN,1696027973
319,marivan,35.5219,46.176,17.31,28,0,0.86,IR,1696028559
320,arraial do cabo,-22.9661,-42.0278,20.92,83,75,5.14,BR,1696028024
321,shingu,33.7333,135.9833,25.43,77,69,0.87,JP,1696028559
322,namibe,-15.1961,12.1522,18.13,86,71,4.6,AO,1696027997
323,mount pearl,47.5166,-52.7813,10.19,85,75,1.03,CA,1696028282
324,leo,11.1,-2.1,24.46,82,70,2.16,BF,1696028560
325,yutz,49.3587,6.1892,15.61,91,93,0.68,FR,1696028560
326,tobol'sk,58.2,68.2667,5.88,91,100,5.72,RU,1696028560
327,hadibu,12.65,54.0333,26.55,83,96,2.22,YE,1696028035
328,kirakira,-10.4544,161.9205,27.03,84,100,5.81,SB,1696028151
329,khandyga,62.6667,135.6,0.67,50,73,1.95,RU,1696028164
330,nguigmi,14.2495,13.1092,28.95,51,51,2.34,NE,1696028560
331,road town,18.4167,-64.6167,31.05,79,40,6.69,VG,1696028303
332,muravlenko,63.7898,74.523,-1.15,86,7,6.25,RU,1696028560
333,nyurba,63.2842,118.3319,5.22,89,99,2.82,RU,1696027977
334,fengxian,34.7039,116.5872,16.8,94,2,1.7,CN,1696028561
335,tobruk,32.0836,23.9764,23.71,75,0,3.61,LY,1696028561
336,gaoual,11.75,-13.2,25.14,92,90,0.85,GN,1696028561
337,pisco,-13.7,-76.2167,20.03,77,0,3.6,PE,1696027990
338,nemuro,43.3236,145.575,16.42,76,95,4.75,JP,1696027984
339,rychnov nad kneznou,50.1628,16.2749,19.94,66,88,2.09,CZ,1696028561
340,taikang,46.8333,124.4167,10.46,74,84,4.37,CN,1696028561
341,puerto aysen,-45.4,-72.7,6.47,100,93,0.53,CL,1696028329
342,rosario del tala,-32.3029,-59.1455,16.82,45,32,5.82,AR,1696028562
343,praia da vitoria,38.7333,-27.0667,22.14,88,20,3.93,PT,1696027974
344,cidade velha,14.9167,-23.6167,26.26,89,20,3.6,CV,1696028562
345,nova vicosa,-17.8919,-39.3719,23.68,76,68,6.65,BR,1696028021
346,kargasok,59.0556,80.8572,2.91,95,87,6.14,RU,1696028562
347,usakos,-22.0,15.6,20.64,29,0,1.15,NA,1696028562
348,kilindoni,-7.9139,39.6668,25.2,80,3,5.43,TZ,1696028562
349,ulladulla,-35.35,150.4667,21.17,28,1,2.19,AU,1696028043
350,upper grand lagoon,30.1633,-85.7408,28.08,71,0,2.06,US,1696028562
351,mondragon,12.5157,124.7523,26.51,90,96,3.02,PH,1696028562
352,luderitz,-26.6481,15.1594,14.29,74,4,3.26,NA,1696028563
353,peniche,39.3558,-9.3811,20.62,90,3,5.9,PT,1696028563
354,envira,-7.3,-70.2167,27.44,70,58,0.43,BR,1696028563
355,kenai,60.5544,-151.2583,11.05,54,0,3.6,US,1696027999
356,alofi,-19.0595,-169.9187,23.94,94,75,4.63,NU,1696028563
357,baihar,22.1,80.55,22.02,95,100,0.8,IN,1696028563
358,polyarnyy,69.1989,33.4478,10.3,94,100,4.53,RU,1696027995
359,bel ombre,-4.6167,55.4167,23.91,88,75,7.2,SC,1696028270
360,carutapera,-1.195,-46.02,26.3,80,21,4.34,BR,1696028564
361,westport,41.1415,-73.3579,16.42,92,100,8.75,US,1696027994
362,ta`u,-14.2336,-169.5144,26.9,79,44,5.53,AS,1696028020
363,cannonvale,-20.2833,148.7,23.66,68,25,6.23,AU,1696028001
364,rongelap,11.1635,166.8941,28.68,78,76,5.84,MH,1696028564
365,howrah,22.5892,88.3103,26.0,94,75,2.06,IN,1696027974
366,mwinilunga,-11.7358,24.4293,19.37,74,87,0.63,ZM,1696028033
367,rio grande,-32.035,-52.0986,18.06,90,97,4.49,BR,1696027983
368,suva,-18.1416,178.4415,25.71,57,75,5.14,FJ,1696028149
369,urucara,-2.5364,-57.76,32.51,31,65,1.77,BR,1696028564
370,port saint john's,-31.6229,29.5448,22.14,63,39,3.73,ZA,1696028022
371,lagos,6.5833,3.75,23.71,95,93,1.3,NG,1696028326
372,clodomira,-27.5744,-64.1311,23.72,22,63,3.68,AR,1696028564
373,kavaratti,10.5669,72.642,27.5,82,81,8.1,IN,1696027976
374,urzhar,47.093,81.6294,14.05,54,80,0.36,KZ,1696028565
375,athlone,53.4333,-7.95,9.87,96,100,2.35,IE,1696028565
376,rajula,21.05,71.4333,27.69,73,99,3.78,IN,1696028565
377,forio,40.7342,13.8646,22.51,68,0,1.51,IT,1696028565
378,itigi,-5.7,34.4833,19.9,71,20,4.62,TZ,1696028565
379,aloja,57.7669,24.8825,16.63,69,100,3.78,LV,1696028565
380,tafuna,-14.3358,-170.72,29.97,79,20,3.6,AS,1696028565
381,chibuto,-24.6867,33.5306,22.58,72,0,3.67,MZ,1696028566
382,sao joao da barra,-21.6403,-41.0511,22.05,78,100,4.54,BR,1696028135
383,kakching,24.4833,93.9833,20.45,96,100,1.15,IN,1696028566
384,isangel,-19.55,169.2667,23.44,67,44,6.46,VU,1696028566
385,dawei,14.0833,98.2,23.94,97,100,2.21,MM,1696028136
386,mbeni,-11.5014,43.3775,21.73,82,6,3.1,KM,1696028566
387,tokar,18.4254,37.729,29.26,74,0,1.61,SD,1696028566
388,timimoun,29.2639,0.231,26.21,29,0,4.63,DZ,1696028566
389,revelstoke,50.9832,-118.2023,15.01,58,20,3.09,CA,1696028309
390,garissa,-0.4536,39.6401,24.94,75,21,7.88,KE,1696028567
391,lucapa,-8.4192,20.7447,23.32,65,99,1.87,AO,1696028567
392,valenca do piaui,-6.4075,-41.7456,28.52,24,77,2.78,BR,1696028567
393,altay,47.8667,88.1167,8.78,50,92,2.95,CN,1696028567
394,bubaque,11.2833,-15.8333,28.23,78,45,3.91,GW,1696028342
395,sao desiderio,-12.3633,-44.9733,30.77,35,47,1.86,BR,1696028567
396,hobyo,5.3505,48.5268,25.7,90,29,9.91,SO,1696028161
397,luau,-10.7073,22.2247,21.16,74,78,2.92,AO,1696028567
398,mizdah,31.4451,12.9801,20.76,71,40,4.69,LY,1696028567
399,kovalam,8.3667,76.9967,28.05,83,75,1.03,IN,1696028568
400,saipan,15.1355,145.701,29.39,84,0,2.57,MP,1696027968
401,ust'-kut,56.7938,105.7672,7.41,75,98,1.61,RU,1696028568
402,yuli,9.6989,10.2744,23.23,85,33,0.67,NG,1696028568
403,saint-joseph,-21.3667,55.6167,20.26,74,23,3.46,RE,1696028010
404,hassi messaoud,31.6804,6.0729,25.92,29,0,2.06,DZ,1696028568
405,kuta,-8.7233,115.1723,23.97,94,40,2.24,ID,1696028325
406,santaluz,-11.2558,-39.3747,24.12,63,4,7.23,BR,1696028568
407,labytnangi,66.6572,66.4183,-0.55,76,64,2.1,RU,1696028568
408,petoskey,45.3733,-84.9553,18.96,83,100,0.0,US,1696028440
409,sao mateus,-18.7161,-39.8589,22.81,72,98,4.24,BR,1696028569
410,sawakin,19.1059,37.3321,30.0,75,1,2.43,SD,1696028569
411,holualoa,19.6228,-155.9522,28.91,72,20,7.2,US,1696028141
412,guajara mirim,-10.7828,-65.3394,27.98,67,88,1.54,BR,1696028140
413,oistins,13.0667,-59.5333,30.05,79,20,5.14,BB,1696028569
414,kataysk,56.289,62.5841,9.54,94,100,1.87,RU,1696028569
415,east ballina,-28.8667,153.5833,23.78,66,9,3.5,AU,1696028569
416,nishinoomote,30.7333,131.0,26.11,75,11,3.95,JP,1696027989
417,dwarka,22.2394,68.9678,27.29,78,78,4.01,IN,1696028011
418,basco,20.4487,121.9702,28.89,81,45,6.69,PH,1696027992
419,akureyri,65.6835,-18.0878,4.96,81,75,3.09,IS,1696028340
420,murghob,38.1702,73.9667,-1.41,79,55,2.28,TJ,1696028314
421,voinjama,8.4219,-9.7478,20.72,99,89,0.84,LR,1696028570
422,ushibukamachi,32.1906,130.0228,25.38,70,0,1.01,JP,1696028570
423,hepo,23.4308,115.8299,25.45,90,0,0.81,CN,1696028570
424,weno,7.4515,151.8468,28.97,89,100,5.14,FM,1696028149
425,veshenskaya,49.6303,41.7334,15.1,47,3,1.79,RU,1696028570
426,powell river,49.8496,-124.5361,15.74,72,20,4.12,CA,1696028488
427,iraucuba,-3.7461,-39.7833,25.82,64,97,2.4,BR,1696028570
428,salekhard,66.53,66.6019,-0.74,77,58,2.54,RU,1696028570
429,vila velha,-20.3297,-40.2925,21.64,84,100,4.12,BR,1696028029
430,trenggalek,-8.05,111.7167,22.26,93,44,0.8,ID,1696028276
431,opuwo,-18.0607,13.84,19.72,45,5,1.73,NA,1696028165
432,lospalos,-8.5186,127.0025,23.27,74,45,3.56,TL,1696028571
433,concordia,-31.393,-58.0209,16.12,72,1,2.48,AR,1696028383
434,kudahuvadhoo,2.6708,72.8944,28.35,74,100,6.54,MV,1696028571
435,ngama,11.7833,17.1667,27.14,64,19,2.9,TD,1696028571
436,pontalina,-17.525,-49.4472,27.95,53,69,2.31,BR,1696028571
437,souillac,-20.5167,57.5167,23.21,83,75,6.17,MU,1696028144
438,fukui-shi,36.0644,136.2226,19.93,66,64,1.82,JP,1696028571
439,gypsum,39.6469,-106.9517,27.31,11,0,8.23,US,1696028368
440,babayevo,59.3936,35.9371,12.97,83,100,2.29,RU,1696028571
441,calama,-22.4667,-68.9333,25.27,7,0,9.77,CL,1696028322
442,magadan,59.5667,150.8,6.62,87,100,1.9,RU,1696028046
443,ponta delgada,37.7333,-25.6667,23.4,94,40,6.17,PT,1696028319
444,rawah,34.4816,41.9093,25.99,30,0,4.24,IQ,1696028572
445,karratha,-20.7377,116.8463,26.99,28,44,4.91,AU,1696028152
446,santa elena de uairen,4.6167,-61.1333,24.86,60,93,0.52,VE,1696028315
447,nakamura,32.9833,132.9333,25.29,80,5,0.72,JP,1696028299
448,galveston,29.3669,-94.9669,32.32,67,0,0.45,US,1696028342
449,vilyuysk,63.7553,121.6247,4.29,88,100,3.29,RU,1696027984
450,mabaruma,8.2,-59.7833,27.48,82,14,2.47,GY,1696028572
451,san mateo del mar,16.2,-95.0,31.29,59,100,11.45,MX,1696028572
452,murun-kuren,49.6342,100.1625,1.77,75,63,1.26,MN,1696027986
453,myeik,12.4333,98.6,25.03,88,100,2.04,MM,1696028330
454,mahajanga,-15.7167,46.3167,24.01,60,20,2.57,MG,1696028572
455,tralee,52.2704,-9.7026,10.6,91,100,1.63,IE,1696028042
456,bluefields,12.0137,-83.7635,30.04,79,40,2.06,NI,1696028454
457,bani walid,31.7566,13.9942,21.29,74,18,1.8,LY,1696028573
458,kisi,9.0833,3.85,21.99,88,92,0.63,NG,1696028573
459,sincik,38.0368,38.6149,16.5,43,4,0.54,TR,1696028573
460,el paraiso,13.8667,-86.55,26.07,69,85,1.38,HN,1696028573
461,borba,-4.3878,-59.5939,32.73,40,81,0.95,BR,1696028573
462,port macquarie,-31.4333,152.9167,22.72,61,0,3.35,AU,1696028052
463,santo antonio do ica,-3.1022,-67.9397,25.32,87,90,2.27,BR,1696028573
464,ad douiem,14.0012,32.3116,32.78,37,89,2.06,SD,1696028151
465,vilyuchinsk,52.9306,158.4028,6.15,56,100,0.56,RU,1696028012
466,olinda,-8.0089,-34.8553,26.85,74,75,6.17,BR,1696028164
467,oranjemund,-28.55,16.4333,13.89,88,70,0.89,NA,1696027990
468,prince rupert,54.3161,-130.3201,12.83,81,0,5.14,CA,1696028007
469,xining,36.6167,101.7667,10.98,77,96,0.62,CN,1696028574
470,saint-francois,46.4154,3.9054,16.69,88,100,0.0,FR,1696028277
471,nikolayevsk-on-amure,53.1406,140.73,9.91,86,100,0.93,RU,1696028574
472,francistown,-21.17,27.5079,20.7,67,44,4.54,BW,1696028574
473,carbonear,47.7332,-53.2148,10.97,88,96,1.88,CA,1696028559
474,yaren,-0.5472,166.916,28.72,76,100,5.22,NR,1696028322
475,visby,57.6409,18.296,16.12,94,75,8.23,SE,1696028010
476,klaksvik,62.2266,-6.589,9.51,94,100,11.15,FO,1696028166
477,tindouf,27.6711,-8.1474,28.25,21,29,1.54,DZ,1696027846
478,islamkot,24.6997,70.177,28.09,48,7,4.05,PK,1696028575
479,chongoyape,-6.6406,-79.3892,25.0,67,46,3.0,PE,1696028361
480,cacapava do sul,-30.5122,-53.4914,14.78,91,100,2.35,BR,1696028568
481,ust'-kulom,61.6864,53.6902,5.42,92,38,1.09,RU,1696028575
482,lichuan,30.3,108.85,17.41,98,98,0.59,CN,1696028575
483,ojinaga,29.5667,-104.4167,38.1,20,0,2.06,MX,1696028575
484,suoyarvi,62.0833,32.35,13.17,96,100,3.94,RU,1696028575
485,zaragoza,41.6561,-0.8773,24.45,39,0,1.03,ES,1696028470
486,kerikeri,-35.2268,173.9474,12.39,70,60,7.93,NZ,1696027996
487,kayenta,36.7278,-110.2546,25.89,10,2,7.02,US,1696028576
488,la'ie,21.6477,-157.9253,31.98,73,99,3.13,US,1696028021
489,long mountain,-20.1431,57.5622,22.46,76,18,4.52,MU,1696028576
490,brush,40.2589,-103.6238,27.57,32,6,6.17,US,1696028576
491,markovo,57.3206,107.0881,8.62,68,90,1.87,RU,1696028140
492,centenario do sul,-22.8211,-51.5953,26.26,46,6,3.45,BR,1696028576
493,hohhot,40.8106,111.6522,0.16,86,0,2.0,CN,1696028411
494,lianzhou,24.7811,112.3825,24.27,95,23,0.88,CN,1696028576
495,qadirpur ran,30.2924,71.6712,23.94,35,0,3.22,PK,1696028577
496,altai,46.3722,96.2583,-1.01,47,35,1.34,MN,1696028004
497,miracema do tocantins,-9.5618,-48.3967,31.11,40,97,2.01,BR,1696028577
498,anna regina,7.2644,-58.5077,28.6,77,16,5.12,GY,1696028577
499,kandi,11.1342,2.9386,25.13,73,99,1.39,BJ,1696028577
500,greenville,35.6127,-77.3663,22.09,90,100,2.06,US,1696028268
501,revda,56.801,59.9303,8.24,98,100,2.36,RU,1696028152
502,kota tinggi,1.7381,103.8999,28.02,92,88,0.22,MY,1696028577
503,panghyon-dong,39.8872,125.2414,14.05,80,25,1.4,KP,1696028577
504,peterhead,57.5058,-1.7981,12.22,73,33,8.93,GB,1696028577
505,jiwani,25.05,61.7417,28.74,38,0,3.18,PK,1696028287
506,pariaman,-0.619,100.12,25.03,86,52,1.34,ID,1696028023
507,flin flon,54.7682,-101.865,12.91,88,100,1.03,CA,1696028578
508,manokwari,-0.8667,134.0833,27.37,75,88,0.62,ID,1696028139
509,kincardine,56.0667,-3.7167,12.31,88,93,5.35,GB,1696028578
510,nurota,40.5614,65.6886,15.62,39,5,1.86,UZ,1696028578
511,letlhakeng,-24.0944,25.0298,18.69,34,0,3.57,BW,1696028578
512,zapata,26.9073,-99.2714,36.06,26,40,2.57,US,1696028578
513,gobabis,-22.45,18.9667,17.97,13,0,3.2,NA,1696027994
514,isetskoye,56.4858,65.3226,9.83,88,100,0.76,RU,1696028578
515,bochum,51.4833,7.2167,14.12,86,19,1.77,DE,1696028578
516,novodvinsk,64.4165,40.8122,11.26,93,100,3.77,RU,1696028280
517,berdigestyakh,62.0989,126.6992,-0.35,55,79,1.66,RU,1696028578
518,juan griego,11.0817,-63.9655,28.35,84,72,3.74,VE,1696028579
519,bonthe,7.5264,-12.505,25.65,89,74,2.03,SL,1696028045
520,pumiao,22.75,108.4833,25.22,90,4,0.53,CN,1696028579
521,roma,43.2128,-75.4557,17.19,81,75,2.06,US,1696028579
522,fort mcmurray,56.7268,-111.381,9.77,71,100,4.63,CA,1696028163
523,taoyuan city,24.9937,121.297,27.78,82,20,6.17,TW,1696028579
524,verkhovazh'ye,60.7472,42.0465,11.21,89,100,3.06,RU,1696028579
525,tartouss,34.889,35.8866,26.12,68,4,7.21,SY,1696028579
526,bathsheba,13.2167,-59.5167,30.34,79,20,5.14,BB,1696028580
527,al qubbah,32.7616,22.2424,18.48,86,2,6.35,LY,1696028580
528,qamdo,31.1667,97.2333,1.9,78,1,1.61,CN,1696028153
529,ed damer,17.5928,33.9592,35.81,18,11,1.92,SD,1696028580
530,bakau,13.4781,-16.6819,27.08,94,75,0.0,GM,1696028580
531,el matama,16.7095,33.3565,35.31,22,11,0.64,SD,1696028580
532,peru,40.7537,-86.0689,22.65,72,100,2.06,US,1696028184
533,ambatofinandrahana,-20.55,46.8,13.17,87,2,0.76,MG,1696028580
534,majene,-3.5403,118.9707,24.8,82,35,5.62,ID,1696028580
535,acajutla,13.5928,-89.8275,29.41,76,62,1.86,SV,1696028581
536,borgosesia,45.7145,8.2799,19.67,91,31,1.85,IT,1696028581
537,port moresby,-9.4431,147.1797,28.68,65,40,2.57,PG,1696028581
538,mlalo,-4.9333,38.9333,21.94,91,11,2.36,TZ,1696028582
539,valparaiso,-33.0393,-71.6273,21.13,52,0,3.6,CL,1696028152
540,waitara,-38.925,174.25,9.37,83,100,7.07,NZ,1696028582
541,illizi,26.4833,8.4667,28.89,26,93,6.18,DZ,1696028139
542,belokurikha,51.9959,84.9896,10.2,94,100,1.45,RU,1696028159
543,san mariano,7.5,126.0,25.49,82,100,0.74,PH,1696028582
544,timmins,48.4669,-81.3331,20.9,43,40,3.09,CA,1696028582
545,jisr ash shughur,35.8143,36.3206,22.04,84,27,3.53,SY,1696028582
546,atar,20.5169,-13.0499,34.81,14,36,4.52,MR,1696028583
547,quellon,-43.1167,-73.6167,7.18,78,26,3.48,CL,1696028133
548,benton,36.3334,-94.3335,30.47,51,0,4.02,US,1696028583
549,rurrenabaque,-14.4413,-67.5278,33.83,64,77,1.34,BO,1696028584
550,berezovyy,51.6667,135.7,7.87,96,100,0.52,RU,1696028341
551,pimentel,-6.8367,-79.9342,23.16,68,75,10.8,PE,1696028493
552,arteche,12.2645,125.4048,26.59,90,100,2.7,PH,1696028013
